age,signup_channel,device_type,location,browsing_time_minutes,referral_code_used,cart_value,recommended_discount
37,Referral,Desktop,Metro,17,0,1222,5
35,Email,Tablet,Urban,23,1,1160,5
58,Ads,Mobile,Urban,1,0,473,15
31,Ads,Tablet,Metro,22,0,1514,5
32,Referral,Desktop,Urban,2,0,1557,0
48,Social,Mobile,Rural,13,0,1609,5
18,Email,Mobile,Urban,13,0,491,0
20,Referral,Desktop,Rural,0,1,810,5
33,Referral,Tablet,Metro,2,0,1093,0
40,Referral,Mobile,Urban,6,0,1479,0
28,Email,Mobile,Metro,5,0,154,0
29,Email,Tablet,Rural,25,1,1740,5
27,Email,Tablet,Urban,4,0,1043,0
49,Social,Mobile,Rural,27,1,854,5
33,Referral,Tablet,Rural,6,0,685,5
25,Ads,Mobile,Rural,33,0,413,5
55,Ads,Desktop,Metro,13,0,1227,15
29,Referral,Tablet,Metro,17,1,1856,5
41,Ads,Mobile,Metro,1,0,115,15
45,Social,Tablet,Urban,8,1,1532,0
25,Social,Tablet,Rural,1,0,128,5
45,Email,Mobile,Metro,3,0,875,0
53,Email,Desktop,Rural,9,1,455,10
43,Email,Mobile,Metro,12,0,1502,0
25,Email,Tablet,Rural,0,0,794,5
45,Email,Mobile,Metro,7,1,663,0
45,Ads,Tablet,Metro,8,0,610,15
54,Ads,Mobile,Metro,0,0,446,15
58,Email,Desktop,Metro,6,0,944,0
53,Social,Desktop,Rural,12,1,1021,5
44,Ads,Desktop,Metro,0,1,1741,15
34,Social,Desktop,Metro,14,0,1626,0
26,Social,Mobile,Metro,8,0,124,0
50,Referral,Desktop,Rural,17,0,191,5
37,Referral,Mobile,Metro,2,1,428,10
30,Email,Tablet,Rural,17,0,1661,5
45,Social,Tablet,Urban,0,1,1071,0
46,Ads,Tablet,Rural,5,0,701,15
30,Referral,Desktop,Urban,2,0,1810,0
52,Referral,Desktop,Metro,20,0,441,5
23,Social,Desktop,Metro,12,0,996,0
35,Referral,Tablet,Rural,0,1,1571,5
22,Referral,Tablet,Metro,0,1,495,10
42,Ads,Tablet,Metro,3,0,641,15
19,Social,Tablet,Rural,1,0,625,5
27,Referral,Mobile,Metro,9,1,1625,0
47,Social,Mobile,Urban,10,0,1530,0
22,Referral,Desktop,Urban,28,0,1253,5
50,Ads,Desktop,Metro,30,0,1254,5
18,Social,Tablet,Metro,10,1,1641,0
35,Referral,Mobile,Urban,0,0,1846,0
49,Ads,Mobile,Metro,4,1,1272,15
28,Referral,Desktop,Urban,7,1,1399,0
38,Social,Mobile,Rural,6,1,1784,5
43,Referral,Desktop,Urban,9,1,1675,0
42,Social,Tablet,Metro,32,1,1319,5
39,Social,Tablet,Metro,21,0,508,5
44,Referral,Desktop,Urban,1,0,982,0
30,Ads,Tablet,Urban,3,0,1759,15
50,Email,Tablet,Metro,17,0,170,5
51,Ads,Mobile,Metro,17,0,1322,5
58,Ads,Mobile,Metro,3,0,644,15
52,Referral,Mobile,Rural,13,0,918,5
18,Ads,Mobile,Rural,11,0,701,15
38,Ads,Mobile,Urban,6,1,1588,15
23,Email,Desktop,Urban,2,1,1213,0
45,Ads,Desktop,Rural,21,1,984,5
34,Email,Mobile,Rural,11,0,946,5
22,Referral,Tablet,Urban,1,0,1911,0
48,Email,Tablet,Rural,12,0,886,5
22,Social,Desktop,Urban,13,0,1834,0
55,Social,Desktop,Metro,21,0,1051,5
20,Email,Desktop,Urban,2,0,1691,0
40,Social,Tablet,Rural,44,0,1872,5
54,Referral,Desktop,Rural,1,1,100,10
54,Social,Tablet,Rural,9,1,1290,5
27,Email,Desktop,Urban,10,0,648,0
27,Referral,Tablet,Rural,5,0,1909,5
36,Social,Desktop,Urban,6,0,1067,0
34,Referral,Desktop,Metro,22,0,690,5
38,Email,Tablet,Metro,10,1,1365,0
31,Social,Desktop,Rural,6,1,233,10
26,Referral,Mobile,Urban,1,0,1375,0
18,Referral,Tablet,Urban,0,0,968,0
30,Social,Desktop,Rural,1,0,1145,5
21,Referral,Tablet,Urban,31,0,1902,5
18,Referral,Desktop,Rural,14,1,829,5
57,Email,Mobile,Rural,34,1,1195,5
49,Email,Desktop,Metro,0,0,620,0
51,Email,Desktop,Rural,11,0,1008,5
45,Email,Mobile,Urban,0,1,1770,0
48,Email,Tablet,Rural,15,0,1830,5
25,Email,Desktop,Metro,4,0,1937,0
56,Social,Desktop,Metro,1,0,1693,0
43,Email,Mobile,Urban,8,0,895,0
51,Referral,Tablet,Rural,3,0,600,5
20,Social,Tablet,Urban,10,0,1922,0
29,Referral,Mobile,Urban,10,0,1431,0
18,Email,Mobile,Rural,12,0,350,5
22,Email,Desktop,Metro,48,0,1004,5
47,Referral,Mobile,Urban,4,1,1726,0
47,Referral,Mobile,Urban,6,0,1327,0
34,Referral,Mobile,Metro,16,1,107,10
40,Ads,Tablet,Rural,8,0,207,15
32,Ads,Mobile,Rural,0,0,1868,15
54,Ads,Desktop,Rural,18,1,1977,5
38,Ads,Desktop,Metro,0,0,1909,15
31,Social,Desktop,Urban,1,0,1755,0
19,Email,Mobile,Metro,1,0,916,0
28,Referral,Tablet,Urban,0,0,622,0
56,Email,Mobile,Urban,0,1,1496,0
55,Referral,Mobile,Rural,0,0,485,5
51,Email,Desktop,Rural,5,0,282,5
55,Social,Mobile,Rural,2,0,1432,5
51,Ads,Tablet,Metro,1,0,1021,15
35,Email,Desktop,Rural,10,1,1302,5
47,Referral,Tablet,Metro,2,0,1841,0
32,Email,Tablet,Rural,0,0,1114,5
44,Social,Tablet,Rural,5,0,1727,5
51,Social,Mobile,Rural,3,0,1350,5
55,Email,Mobile,Metro,3,0,1641,0
50,Ads,Mobile,Urban,5,0,1991,15
41,Referral,Mobile,Metro,11,0,1135,0
32,Social,Desktop,Metro,9,1,1373,0
47,Social,Mobile,Metro,27,1,1541,5
59,Email,Desktop,Urban,7,0,1500,0
34,Social,Tablet,Metro,6,0,297,0
22,Social,Desktop,Rural,2,0,1762,5
46,Referral,Mobile,Urban,14,0,1571,0
21,Ads,Desktop,Metro,1,1,136,10
27,Referral,Mobile,Metro,6,1,992,0
34,Ads,Mobile,Urban,5,0,520,15
27,Referral,Desktop,Metro,10,0,1131,0
34,Email,Desktop,Urban,24,0,264,5
37,Social,Tablet,Rural,29,0,219,5
41,Ads,Tablet,Metro,1,0,843,15
22,Email,Tablet,Metro,3,0,1860,0
51,Social,Tablet,Rural,16,0,471,5
23,Social,Tablet,Metro,7,0,332,0
19,Social,Desktop,Metro,6,0,1553,0
30,Referral,Tablet,Urban,12,0,386,0
28,Email,Desktop,Metro,9,1,837,0
40,Email,Tablet,Rural,35,1,1518,5
33,Social,Mobile,Metro,8,1,1543,0
48,Ads,Tablet,Urban,6,0,551,15
28,Email,Mobile,Rural,7,0,756,5
33,Referral,Desktop,Rural,16,0,1885,5
25,Ads,Tablet,Rural,9,1,1395,15
21,Ads,Desktop,Rural,10,0,1409,15
57,Ads,Tablet,Urban,35,0,1162,5
21,Ads,Desktop,Urban,9,0,1679,15
42,Email,Tablet,Urban,4,1,1620,0
20,Social,Tablet,Urban,11,1,1064,0
49,Ads,Mobile,Metro,10,0,1611,15
20,Referral,Desktop,Urban,0,1,471,10
44,Referral,Desktop,Metro,6,0,648,0
46,Social,Desktop,Rural,13,0,1102,5
49,Email,Desktop,Metro,6,1,1533,0
36,Social,Desktop,Metro,15,0,1379,0
38,Ads,Mobile,Metro,5,0,575,15
22,Email,Tablet,Urban,40,1,310,10
35,Email,Mobile,Urban,3,0,504,0
45,Ads,Desktop,Rural,0,1,703,15
59,Referral,Desktop,Urban,5,0,1654,0
39,Ads,Tablet,Metro,7,0,711,15
38,Social,Mobile,Urban,4,0,1518,0
23,Ads,Tablet,Urban,2,1,1782,15
18,Referral,Tablet,Metro,11,0,680,0
22,Ads,Mobile,Rural,4,0,1253,15
58,Social,Tablet,Urban,9,0,124,0
29,Social,Mobile,Rural,15,1,726,5
43,Referral,Mobile,Metro,14,0,1213,0
51,Social,Desktop,Urban,4,0,1921,0
31,Social,Tablet,Rural,8,0,1396,5
43,Ads,Desktop,Rural,5,0,440,15
44,Email,Tablet,Metro,20,0,311,5
26,Social,Tablet,Urban,21,0,1013,5
43,Social,Desktop,Rural,4,1,1746,5
39,Referral,Desktop,Rural,0,0,1471,5
47,Referral,Desktop,Rural,1,0,687,5
34,Ads,Mobile,Rural,4,0,395,15
43,Ads,Tablet,Rural,8,1,1513,15
53,Social,Mobile,Rural,10,0,1211,5
18,Email,Tablet,Rural,4,1,1109,5
25,Email,Tablet,Rural,11,1,526,5
52,Ads,Mobile,Rural,27,0,1065,5
32,Referral,Mobile,Rural,10,0,1012,5
39,Social,Tablet,Urban,1,0,1293,0
31,Social,Desktop,Metro,8,1,1270,0
43,Email,Desktop,Metro,7,1,1363,0
45,Ads,Desktop,Metro,20,1,154,10
40,Email,Desktop,Rural,4,0,1727,5
31,Email,Tablet,Metro,5,0,864,0
41,Ads,Desktop,Rural,9,0,1792,15
19,Referral,Desktop,Urban,7,0,980,0
43,Social,Desktop,Metro,12,0,1886,0
31,Referral,Tablet,Urban,0,0,1899,0
24,Ads,Mobile,Urban,8,0,1643,15
20,Ads,Desktop,Rural,1,0,936,15
40,Social,Tablet,Metro,3,0,1422,0
35,Referral,Tablet,Urban,10,1,1733,0
55,Social,Desktop,Metro,1,0,661,0
52,Email,Mobile,Urban,3,1,824,0
32,Email,Mobile,Urban,12,0,103,0
42,Email,Mobile,Rural,10,0,463,5
54,Referral,Tablet,Metro,0,0,1415,0
45,Email,Desktop,Rural,8,0,1512,5
27,Social,Desktop,Rural,1,0,852,5
56,Referral,Tablet,Rural,2,1,1122,5
34,Social,Desktop,Rural,6,0,1594,5
56,Ads,Desktop,Rural,1,0,1654,15
39,Referral,Mobile,Urban,50,0,525,5
43,Social,Desktop,Metro,1,0,498,0
42,Social,Desktop,Metro,15,0,1053,0
34,Referral,Tablet,Rural,17,0,1905,5
30,Ads,Tablet,Metro,51,0,403,5
37,Referral,Mobile,Urban,5,0,939,0
42,Email,Tablet,Rural,20,0,1836,5
21,Email,Mobile,Urban,31,0,203,5
27,Ads,Mobile,Urban,1,0,1454,15
20,Social,Desktop,Rural,6,0,463,5
58,Social,Mobile,Urban,0,1,1489,0
35,Social,Desktop,Rural,9,0,1205,5
53,Referral,Mobile,Urban,8,0,1954,0
39,Referral,Tablet,Metro,2,0,666,0
51,Ads,Tablet,Metro,15,1,899,15
25,Email,Tablet,Metro,0,1,1871,0
57,Social,Mobile,Rural,16,0,775,5
36,Email,Mobile,Urban,0,0,1208,0
59,Referral,Desktop,Urban,10,0,1342,0
58,Referral,Desktop,Metro,0,0,467,0
54,Referral,Desktop,Metro,2,0,1997,0
23,Email,Desktop,Rural,12,0,824,5
43,Ads,Mobile,Rural,3,0,814,15
51,Ads,Mobile,Urban,7,0,924,15
23,Referral,Desktop,Rural,24,1,1935,5
54,Social,Mobile,Rural,0,0,1365,5
50,Email,Mobile,Rural,16,0,1285,5
39,Referral,Mobile,Metro,0,0,1302,0
38,Email,Mobile,Metro,1,1,191,10
23,Email,Desktop,Urban,1,0,1623,0
23,Ads,Desktop,Rural,51,0,1773,5
21,Referral,Mobile,Metro,1,1,1629,0
47,Ads,Tablet,Rural,22,0,723,5
28,Referral,Desktop,Urban,47,0,268,5
47,Email,Desktop,Rural,4,0,486,5
48,Ads,Tablet,Urban,9,1,1444,15
41,Email,Desktop,Urban,15,1,200,10
26,Referral,Tablet,Metro,4,1,1419,0
20,Social,Tablet,Rural,1,1,1108,5
48,Ads,Mobile,Metro,5,0,292,15
57,Ads,Desktop,Rural,14,1,1584,15
54,Email,Tablet,Rural,15,0,969,5
53,Email,Mobile,Urban,2,1,818,0
41,Social,Desktop,Urban,1,0,1409,0
48,Ads,Mobile,Rural,25,1,1339,5
23,Referral,Mobile,Metro,0,0,1579,0
19,Referral,Tablet,Urban,13,0,1062,0
37,Ads,Desktop,Urban,0,0,1074,15
45,Ads,Mobile,Rural,18,0,327,5
28,Ads,Tablet,Rural,23,0,460,5
21,Social,Tablet,Urban,3,1,142,10
32,Referral,Mobile,Metro,0,0,280,0
23,Referral,Mobile,Urban,6,1,610,0
47,Email,Tablet,Rural,3,1,561,5
55,Email,Mobile,Urban,5,0,1982,0
19,Ads,Mobile,Rural,10,0,385,15
32,Email,Desktop,Urban,2,0,1420,0
28,Social,Tablet,Rural,4,0,1679,5
25,Referral,Mobile,Rural,15,0,1160,5
43,Referral,Tablet,Metro,10,0,1884,0
22,Email,Desktop,Rural,3,0,1206,5
23,Ads,Tablet,Urban,10,0,1032,15
43,Email,Tablet,Rural,14,0,356,5
21,Ads,Tablet,Urban,8,0,1340,15
36,Social,Desktop,Metro,2,1,621,0
37,Referral,Desktop,Urban,0,0,849,0
50,Social,Tablet,Metro,16,0,1149,5
37,Referral,Tablet,Metro,17,0,1374,5
29,Social,Desktop,Rural,11,1,1338,5
18,Email,Mobile,Metro,0,0,756,0
43,Social,Desktop,Urban,8,0,419,0
31,Social,Tablet,Metro,17,0,833,5
55,Email,Mobile,Metro,4,1,510,0
54,Referral,Mobile,Rural,2,1,558,5
28,Referral,Mobile,Urban,8,0,1447,0
53,Email,Desktop,Metro,17,1,1653,5
30,Social,Desktop,Rural,0,0,438,5
20,Social,Desktop,Rural,9,0,327,5
50,Social,Desktop,Urban,10,0,1359,0
23,Ads,Tablet,Rural,9,0,465,15
27,Referral,Mobile,Metro,10,1,533,0
22,Social,Tablet,Rural,9,1,957,5
40,Referral,Desktop,Urban,1,0,548,0
27,Social,Desktop,Urban,2,0,606,0
19,Email,Tablet,Rural,9,0,1399,5
30,Email,Mobile,Metro,0,0,1756,0
57,Referral,Mobile,Rural,10,1,161,10
19,Referral,Desktop,Urban,10,1,1454,0
37,Email,Desktop,Rural,2,0,286,5
18,Ads,Desktop,Rural,9,0,1660,15
54,Email,Desktop,Metro,7,1,991,0
26,Social,Mobile,Rural,3,0,1628,5
34,Ads,Tablet,Metro,6,1,950,15
26,Email,Mobile,Rural,24,0,707,5
28,Ads,Tablet,Rural,5,0,1444,15
32,Ads,Desktop,Metro,9,0,1316,15
41,Ads,Desktop,Metro,0,0,353,15
55,Referral,Tablet,Urban,0,0,678,0
52,Email,Desktop,Metro,0,0,413,0
47,Referral,Mobile,Rural,15,1,1105,5
48,Referral,Desktop,Urban,4,0,1675,0
22,Social,Desktop,Metro,2,0,1347,0
31,Social,Desktop,Metro,13,1,530,0
28,Ads,Desktop,Urban,1,1,1479,15
26,Ads,Mobile,Rural,2,0,1550,15
51,Social,Tablet,Rural,5,1,1515,5
29,Social,Desktop,Urban,4,1,321,10
52,Email,Desktop,Rural,8,0,1226,5
52,Ads,Mobile,Metro,4,0,417,15
18,Ads,Mobile,Rural,4,0,859,15
57,Social,Mobile,Metro,19,0,1797,5
39,Email,Desktop,Rural,21,0,1899,5
46,Social,Tablet,Metro,17,0,1660,5
25,Social,Mobile,Urban,20,1,1789,5
28,Referral,Mobile,Metro,8,0,1342,0
58,Ads,Mobile,Rural,10,0,1561,15
54,Email,Tablet,Metro,8,1,865,0
31,Referral,Desktop,Rural,15,0,826,5
47,Ads,Desktop,Rural,8,0,1292,15
52,Social,Desktop,Metro,1,0,1715,0
38,Email,Mobile,Rural,16,0,171,5
54,Ads,Desktop,Urban,14,1,1698,15
22,Social,Mobile,Rural,17,0,1089,5
36,Referral,Tablet,Urban,2,1,555,0
31,Email,Tablet,Urban,3,0,1198,0
43,Ads,Desktop,Rural,3,1,1386,15
21,Referral,Mobile,Urban,7,0,1592,0
42,Social,Mobile,Urban,1,0,709,0
59,Social,Desktop,Metro,4,1,696,0
42,Ads,Tablet,Urban,2,0,936,15
35,Social,Tablet,Urban,3,0,1941,0
57,Email,Tablet,Urban,12,0,1038,0
25,Ads,Tablet,Urban,19,0,989,5
56,Referral,Tablet,Urban,0,1,884,0
57,Ads,Desktop,Rural,8,1,1784,15
31,Ads,Desktop,Urban,0,0,617,15
49,Referral,Desktop,Rural,0,1,1744,5
55,Social,Tablet,Rural,12,0,1322,5
50,Referral,Tablet,Rural,13,0,942,5
40,Email,Desktop,Metro,16,0,1461,5
32,Social,Desktop,Metro,6,0,137,0
50,Ads,Tablet,Rural,19,0,418,5
42,Social,Mobile,Metro,1,0,739,0
34,Social,Desktop,Urban,2,1,239,10
50,Email,Tablet,Rural,1,0,1371,5
19,Social,Tablet,Rural,15,0,1017,5
31,Social,Desktop,Rural,2,0,1894,5
57,Social,Mobile,Metro,1,0,1782,0
57,Ads,Tablet,Metro,9,0,526,15
56,Social,Desktop,Metro,0,0,954,0
23,Referral,Tablet,Urban,0,0,1318,0
23,Social,Tablet,Metro,1,0,314,0
20,Email,Tablet,Rural,0,1,1876,5
24,Social,Tablet,Metro,11,1,744,0
25,Social,Mobile,Metro,8,0,640,0
59,Ads,Desktop,Metro,2,0,1733,15
32,Referral,Desktop,Metro,2,0,975,0
46,Social,Desktop,Rural,16,1,488,10
50,Referral,Desktop,Metro,6,0,1552,0
47,Email,Desktop,Rural,11,0,1817,5
56,Ads,Mobile,Metro,6,0,251,15
44,Referral,Tablet,Urban,2,1,1226,0
53,Ads,Tablet,Urban,35,0,1528,5
46,Social,Desktop,Rural,8,0,1411,5
55,Email,Tablet,Rural,1,0,846,5
50,Ads,Tablet,Urban,5,0,232,15
54,Social,Tablet,Urban,3,1,1569,0
44,Referral,Desktop,Metro,2,1,1525,0
50,Email,Desktop,Urban,27,1,841,5
21,Email,Mobile,Rural,21,0,1158,5
39,Referral,Desktop,Rural,2,0,1993,5
19,Referral,Mobile,Urban,4,0,691,0
27,Email,Desktop,Rural,14,0,966,5
22,Ads,Tablet,Metro,2,1,853,15
27,Email,Mobile,Metro,8,0,443,0
50,Referral,Mobile,Urban,12,0,583,0
55,Ads,Mobile,Rural,10,1,1768,15
30,Social,Desktop,Urban,12,1,1644,0
48,Email,Mobile,Rural,12,0,487,5
53,Referral,Desktop,Rural,33,0,1888,5
41,Social,Mobile,Rural,4,0,644,5
32,Email,Desktop,Metro,21,1,958,5
46,Email,Mobile,Rural,0,0,1017,5
25,Ads,Tablet,Metro,3,1,798,15
22,Referral,Tablet,Rural,0,0,1134,5
46,Social,Mobile,Urban,10,0,680,0
21,Email,Desktop,Metro,1,0,1261,0
29,Ads,Desktop,Metro,18,0,230,5
19,Social,Desktop,Metro,10,1,1522,0
44,Social,Tablet,Urban,0,0,1374,0
48,Email,Tablet,Metro,12,0,1758,0
53,Social,Tablet,Urban,19,0,465,5
53,Email,Desktop,Rural,10,1,520,5
43,Ads,Desktop,Rural,0,0,523,15
44,Ads,Desktop,Urban,19,1,1908,5
22,Social,Mobile,Metro,13,0,1878,0
37,Email,Mobile,Metro,4,0,261,0
28,Referral,Mobile,Urban,3,0,194,0
27,Ads,Tablet,Rural,6,0,1285,15
57,Email,Tablet,Urban,20,0,934,5
55,Email,Desktop,Metro,2,1,1919,0
23,Email,Mobile,Metro,1,0,1484,0
25,Social,Desktop,Metro,19,0,1352,5
40,Referral,Mobile,Metro,0,0,1239,0
43,Social,Mobile,Rural,24,0,320,5
29,Ads,Desktop,Rural,3,1,562,15
43,Social,Desktop,Rural,7,1,1030,5
30,Email,Mobile,Metro,1,0,780,0
57,Social,Mobile,Metro,23,0,1438,5
35,Email,Tablet,Metro,13,0,1453,0
42,Referral,Desktop,Urban,25,0,756,5
50,Social,Desktop,Metro,11,0,385,0
57,Social,Desktop,Rural,2,1,1305,5
29,Social,Desktop,Rural,3,0,919,5
53,Email,Mobile,Rural,6,0,555,5
21,Email,Tablet,Urban,9,0,1018,0
22,Social,Desktop,Rural,26,0,374,5
54,Social,Mobile,Urban,4,0,136,0
25,Referral,Mobile,Urban,12,0,542,0
59,Referral,Mobile,Urban,32,1,974,5
45,Ads,Mobile,Metro,1,0,1159,15
48,Referral,Mobile,Metro,19,0,167,5
26,Referral,Desktop,Rural,5,1,1533,5
46,Referral,Desktop,Rural,13,1,459,10
31,Email,Tablet,Urban,3,0,1244,0
57,Referral,Desktop,Metro,4,0,1790,0
58,Referral,Mobile,Rural,0,1,816,5
39,Social,Tablet,Rural,35,0,1047,5
28,Email,Mobile,Metro,16,0,1679,5
40,Ads,Mobile,Urban,0,0,581,15
18,Ads,Desktop,Rural,76,1,388,10
54,Referral,Mobile,Rural,9,0,189,5
38,Ads,Desktop,Metro,19,0,311,5
43,Ads,Mobile,Metro,0,0,674,15
53,Ads,Tablet,Urban,4,1,1195,15
40,Referral,Mobile,Urban,11,0,947,0
18,Ads,Desktop,Rural,1,1,389,10
57,Referral,Mobile,Urban,6,0,466,0
32,Social,Desktop,Rural,5,0,126,5
38,Social,Desktop,Rural,2,1,519,5
26,Ads,Tablet,Metro,3,0,999,15
26,Social,Desktop,Rural,34,1,1485,5
27,Referral,Tablet,Metro,3,1,1688,0
43,Social,Tablet,Rural,2,1,1877,5
58,Ads,Mobile,Rural,7,1,1578,15
52,Referral,Tablet,Rural,11,1,904,5
42,Email,Desktop,Urban,12,0,711,0
43,Referral,Desktop,Urban,14,0,571,0
28,Social,Tablet,Metro,0,0,1714,0
55,Email,Mobile,Rural,5,0,468,5
19,Referral,Tablet,Metro,14,1,1449,0
24,Email,Tablet,Metro,23,0,509,5
35,Email,Desktop,Rural,9,0,1725,5
44,Email,Mobile,Urban,0,1,1626,0
51,Referral,Mobile,Urban,5,1,1148,0
44,Social,Mobile,Metro,0,1,260,10
34,Referral,Mobile,Urban,13,1,1318,0
41,Social,Desktop,Rural,0,0,1836,5
42,Referral,Mobile,Rural,2,1,1544,5
24,Referral,Mobile,Urban,5,0,777,0
23,Referral,Mobile,Urban,6,1,1857,0
41,Social,Desktop,Metro,5,0,1918,0
50,Referral,Desktop,Urban,6,1,112,10
46,Email,Mobile,Metro,12,0,1530,0
39,Referral,Desktop,Rural,4,0,1978,5
43,Email,Tablet,Rural,7,1,1478,5
45,Ads,Mobile,Rural,3,1,1369,15
38,Ads,Desktop,Urban,4,1,187,10
24,Social,Mobile,Urban,9,0,538,0
34,Social,Mobile,Urban,6,0,520,0
37,Ads,Desktop,Metro,12,0,1775,15
58,Referral,Tablet,Metro,8,0,1945,0
37,Referral,Mobile,Metro,16,0,1379,5
39,Referral,Tablet,Rural,5,1,1399,5
45,Ads,Desktop,Metro,6,0,1781,15
57,Email,Mobile,Urban,11,1,1130,0
24,Social,Desktop,Urban,2,0,599,0
18,Email,Desktop,Rural,4,0,345,5
49,Ads,Desktop,Urban,9,0,445,15
30,Email,Desktop,Urban,0,1,1327,0
47,Referral,Mobile,Urban,5,1,1605,0
40,Referral,Tablet,Metro,9,0,1875,0
36,Email,Tablet,Metro,34,0,579,5
49,Ads,Mobile,Urban,20,0,1217,5
47,Email,Mobile,Urban,3,1,997,0
46,Referral,Tablet,Urban,7,1,1433,0
46,Referral,Tablet,Urban,0,0,619,0
47,Ads,Mobile,Metro,2,0,529,15
33,Email,Desktop,Rural,14,0,269,5
57,Referral,Mobile,Urban,1,0,218,0
36,Referral,Tablet,Metro,2,0,857,0
35,Email,Desktop,Urban,28,0,1763,5
18,Email,Tablet,Rural,17,0,1857,5
31,Social,Desktop,Metro,15,0,162,0
19,Ads,Tablet,Metro,19,0,1240,5
45,Ads,Desktop,Rural,13,0,208,15
47,Email,Mobile,Rural,1,0,845,5
55,Ads,Mobile,Metro,7,0,1616,15
21,Referral,Desktop,Rural,5,0,816,5
18,Email,Desktop,Urban,3,0,1723,0
25,Email,Mobile,Rural,17,1,516,5
46,Email,Mobile,Rural,6,1,1448,5
56,Social,Desktop,Metro,0,0,991,0
20,Ads,Desktop,Rural,3,0,1363,15
49,Social,Mobile,Metro,2,1,809,0
27,Referral,Tablet,Urban,21,1,1639,5
27,Ads,Mobile,Rural,10,0,717,15
36,Social,Desktop,Rural,8,0,1742,5
51,Email,Desktop,Metro,7,1,351,10
50,Social,Tablet,Metro,10,0,1309,0
40,Email,Mobile,Rural,14,1,837,5
45,Social,Desktop,Metro,8,0,1536,0
49,Social,Mobile,Rural,27,1,603,5
24,Social,Desktop,Urban,37,0,1656,5
46,Email,Tablet,Rural,53,0,253,5
25,Social,Mobile,Urban,11,1,323,10
18,Ads,Mobile,Urban,26,0,697,5
20,Ads,Tablet,Metro,5,0,1676,15
41,Ads,Desktop,Metro,19,1,945,5
40,Email,Desktop,Metro,23,0,1541,5
25,Email,Mobile,Metro,23,0,1608,5
54,Ads,Tablet,Rural,17,0,783,5
20,Ads,Mobile,Urban,5,0,1795,15
50,Ads,Mobile,Rural,1,1,259,10
45,Referral,Desktop,Urban,4,1,1174,0
25,Ads,Desktop,Urban,14,0,1753,15
51,Social,Desktop,Urban,2,0,1403,0
52,Referral,Desktop,Rural,6,0,271,5
49,Referral,Desktop,Metro,8,1,1080,0
41,Email,Tablet,Rural,9,1,431,10
31,Social,Mobile,Urban,27,1,1719,5
49,Email,Tablet,Rural,10,1,1416,5
33,Email,Mobile,Urban,15,0,1975,0
21,Social,Desktop,Metro,8,0,165,0
54,Email,Tablet,Metro,17,0,1393,5
38,Social,Mobile,Rural,3,0,1467,5
31,Social,Desktop,Metro,2,0,370,0
48,Email,Desktop,Urban,26,1,1184,5
35,Ads,Tablet,Urban,11,0,788,15
24,Email,Tablet,Metro,11,0,1989,0
27,Referral,Tablet,Metro,6,0,728,0
24,Email,Desktop,Metro,4,1,1259,0
50,Social,Mobile,Rural,8,0,1101,5
40,Referral,Mobile,Rural,1,0,358,5
38,Social,Tablet,Urban,6,0,1379,0
36,Ads,Mobile,Rural,6,1,430,10
36,Ads,Desktop,Rural,7,0,1516,15
53,Referral,Mobile,Urban,10,1,882,0
46,Ads,Desktop,Urban,31,0,1667,5
35,Ads,Tablet,Metro,10,1,1377,15
19,Email,Mobile,Metro,21,1,366,10
18,Email,Desktop,Rural,8,0,893,5
22,Ads,Tablet,Urban,9,0,1130,15
37,Ads,Tablet,Rural,0,0,959,15
28,Email,Tablet,Rural,1,1,538,5
59,Ads,Tablet,Urban,8,0,650,15
19,Ads,Mobile,Urban,5,0,103,15
20,Social,Desktop,Urban,16,0,1665,5
40,Ads,Mobile,Urban,7,1,777,15
29,Referral,Desktop,Rural,21,0,406,5
37,Social,Tablet,Rural,35,0,561,5
22,Referral,Mobile,Rural,1,0,1671,5
54,Ads,Tablet,Urban,5,0,1474,15
55,Email,Desktop,Metro,10,0,1622,0
47,Social,Tablet,Rural,3,1,1334,5
26,Email,Mobile,Metro,3,0,1236,0
51,Social,Mobile,Metro,16,0,216,5
52,Email,Desktop,Metro,39,0,1439,5
39,Social,Desktop,Urban,14,1,662,0
41,Social,Mobile,Urban,7,0,1071,0
34,Referral,Mobile,Rural,5,1,1556,5
27,Email,Mobile,Rural,7,0,1138,5
47,Referral,Mobile,Urban,6,0,300,0
40,Referral,Desktop,Urban,6,1,1470,0
49,Email,Mobile,Metro,2,0,223,0
34,Social,Desktop,Urban,23,1,1975,5
34,Referral,Mobile,Urban,14,1,255,10
31,Email,Mobile,Urban,11,0,508,0
26,Social,Tablet,Urban,29,0,1331,5
57,Referral,Tablet,Metro,3,0,565,0
19,Referral,Mobile,Rural,0,1,853,5
42,Referral,Desktop,Metro,17,0,1287,5
56,Social,Mobile,Urban,64,0,871,5
26,Referral,Tablet,Urban,8,0,1400,0
39,Social,Mobile,Rural,0,1,1982,5
21,Ads,Tablet,Rural,15,0,1828,15
43,Referral,Mobile,Rural,0,0,936,5
46,Ads,Mobile,Metro,7,0,1103,15
51,Email,Desktop,Rural,3,1,849,5
40,Referral,Tablet,Urban,24,0,493,5
54,Email,Tablet,Urban,6,0,149,0
28,Email,Tablet,Urban,22,0,824,5
23,Email,Desktop,Metro,3,0,1901,0
35,Ads,Mobile,Rural,4,0,1725,15
38,Social,Desktop,Rural,29,0,243,5
